99.761634,-0.397847,0.010553,-1.774854,-8.47223,-0.191356,-0.091252,0,0,0.633437,0.437596,-0.010629,0.010396,5990.146484,3356.059326,1892.600463,2724.193359,0.633563,0.437719,-0.000737,0.000742,0.523598,0,1,3282.142333,27.658054,0.007155,-1.72567,0.015786,-0.088416,-0.208872,0.002376,1.63667,-0.004143,335.208679,8.506796,509.329284,2318.683837,0,3,50,-25.159255,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,7.504652642,-1
99.118682,-0.413301,0.014799,-6.03228,7.773027,0.046554,-0.083979,0.042902,0.04687,-0.458414,-0.654015,-0.015297,0.005882,0,7130.285156,1501.654541,2640.715332,-0.437729,-0.633553,-0.000716,0.00087,-0.523598,0,1,2925.543701,27.480278,0.004124,-1.70542,0.040713,-0.082134,-0.20193,0.003436,1.632425,-0.016265,336.12741,8.507057,509.274444,2319.604248,0,5,83,-20.336448,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,-1.110674736,-1
98.771835,-0.418476,0.014795,-5.76616,5.239861,0.088083,-0.021722,0.063555,0.05033,-0.44362,-0.639871,-0.00887,0.012351,3229.107421,4329.827148,2235.668945,1818.666259,-0.437666,-0.633975,-0.000768,0.000904,-0.523598,0,1,2796.91333,27.378744,-0.016298,-1.786968,0.062692,0.001266,0.228179,0.004482,1.632428,-0.012458,336.584167,8.506785,509.244628,2320.061767,0,6,100,-18.60526,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,-1.112008173,-1
97.716117,-0.424474,0.011905,-9.698417,5.590345,0.12862,0.121049,0.080385,0.064478,-0.422869,-0.61893,-0.001183,0.019798,7242.921874,3283.302246,2572.824951,977.784179,-0.437717,-0.633851,-0.000714,0.000709,-0.523598,0,1,2431.772216,27.075222,-0.011899,-1.941679,0.105017,0.112614,0.479857,0.00768,1.635318,0.0025,337.490356,8.50617,509.181243,2320.969482,0,8,133,-15.453652,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,-1.120660125,-1
96.465835,-0.423955,0.006227,-10.469818,5.651314,0.215218,0.221189,0.075435,0.082758,-0.415292,-0.611063,-0.002369,0.018825,7869.277832,2962.946044,2625.856201,411.001495,-0.43764,-0.633656,-0.000704,0.000913,-0.523598,0,1,2162.485351,26.715942,0.00931,-2.109386,0.137933,0.185032,0.494508,0.011973,1.640996,0.019236,338.384796,8.50633,509.112243,2321.865478,0,10,166,-12.562644,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,-1.143834249,-1
95.193153,-0.417221,-0.00104,-10.593879,5.311955,0.285631,0.286337,0.070998,0.0898,-0.412823,-0.608772,-0.005922,0.016325,7936.004882,3125.233886,2598.963867,104.764884,-0.43719,-0.633564,-0.000752,0.001944,-0.523598,0,1,2002.783203,26.350543,0.021909,-2.264146,0.161693,0.221994,0.405857,0.017002,1.648264,0.033779,339.267059,8.506966,509.037963,2322.749511,0,12,200,-10.792128,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,-1.136904382,-1
93.909919,-0.404672,-0.009196,-10.651519,5.279646,0.320008,0.318356,0.068623,0.091607,-0.413336,-0.609838,-0.010446,0.01359,7784.972167,3609.945068,2525.60083,0,-0.436502,-0.633553,-0.000781,0.003751,-0.523598,0,1,1941.230712,25.982328,0.031606,-2.411496,0.174732,0.2437,0.295444,0.02244,1.656421,0.0447,340.137084,8.50794,508.95874,2323.621337,0,14,233,-9.972616,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,-1.11231935,-1
92.607139,-0.386218,-0.018171,-10.715778,5.427842,0.32279,0.330804,0.06913,0.09123,-0.414159,-0.61129,-0.014869,0.011405,7524.181152,3760.914794,2265.053222,0,-0.43575,-0.633559,-0.000754,0.006107,-0.523598,0,1,1907.061767,25.608438,0.049883,-2.560971,0.187861,0.266578,0.230125,0.028192,1.665395,0.053111,340.994689,8.509472,508.874542,2324.480957,0,16,266,-9.65766,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,-1.086958632,-1
91.272903,-0.361887,-0.02812,-11.324398,5.333493,0.321496,0.335882,0.073251,0.09081,-0.414806,-0.61264,-0.019337,0.009723,7387.875976,3768.555419,2041.153686,0,-0.435009,-0.633566,-0.000709,0.009058,-0.523598,0,1,1869.631958,25.226217,0.067084,-2.705609,0.209225,0.297135,0.198688,0.034324,1.675344,0.060187,341.839691,8.511503,508.78543,2325.328369,0,18,300,-9.398965,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,-1.061454581,-1
90.000213,-0.331803,-0.038922,-10.386625,5.467229,0.322562,0.34031,0.079424,0.096653,-0.415648,-0.614096,-0.024686,0.006244,7202.786621,3788.002441,1947.681762,0,-0.434225,-0.633571,-0.000707,0.011106,-0.523598,0,1,1827.206542,24.860376,0.064096,-2.851275,0.20934,0.315557,0.15827,0.040649,1.686146,0.066251,342.672241,8.513675,508.691497,2326.163574,0,20,333,-9.094995,3,1355.200073,2.008,1.69051,2.35349,2.57,130.6138,5500,1.499999,1.499999,1.499999,1.499999,0,-170.2523084,-802.5956894,-1.015507025,-1
