99.816268,1.574615,0.002989,-1.266661,-6.686742,-0.198459,-0.088877,0.003814,0.00383,0.640927,0.424796,-0.010458,0.010555,2731.915039,3664.658935,1934.768066,2612.558105,0.640886,0.424754,-0.000734,0.000731,0.523598,1.0,0.0,5162.262695,-15.107105,0.007995,-23.249912,0.020518,-0.092173,-0.157673,0.002473,-2.562791,-0.000305,273.734558,0.46641,-318.077087,3605.863525,0,3,50,149.357711,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,4.291136873893155,1.0
99.380287,1.567936,0.00742,-4.073247,8.487164,0.154522,-0.006112,-0.018245,-0.009008,-0.285632,-0.422492,-0.011514,0.009513,2950.602539,2395.133544,1949.709472,2662.781249,-0.26935,-0.406351,-0.000702,0.000786,-0.332001,1.0,0.0,5268.054199,-15.061749,0.04757,-23.13508,-0.005573,-0.082487,-0.060529,0.002484,-2.567221,-0.006532,273.233367,0.46762,-318.851257,3606.785644,0,5,83,148.844696,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,-0.6340760254902406,1.0
99.30828,1.568275,0.005618,-0.152017,4.520695,-0.003097,-0.007374,-0.032715,-0.033617,-0.271077,-0.413974,-0.002072,0.01893,3512.751464,1639.91687,2786.363769,2067.325195,-0.280704,-0.423616,-0.000712,0.000739,-0.346118,1.0,0.0,5356.438476,-15.198709,0.028626,-23.021995,-0.023804,0.09302,0.260362,0.001681,-2.565419,0.000601,272.727264,0.469028,-319.620147,3607.706542,0,7,116,148.33078,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,-0.661037350787496,1.0
99.303718,1.574902,-0.002117,0.043729,6.380245,0.000108,0.000261,-0.041231,-0.052518,-0.259431,-0.401914,-0.005107,0.015897,4176.229492,1007.753723,3297.016113,1768.020019,-0.280319,-0.423009,-0.000707,0.0007,-0.345574,1.0,0.0,5407.853027,-15.368825,0.025297,-22.907091,-0.048793,0.27698,0.374578,0.000225,-2.557684,0.012464,272.215942,0.469875,-320.385437,3608.627441,0,9,150,147.965972,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,-0.6599995928484846,1.0
99.343994,1.589224,-0.015332,0.256146,7.472073,0.005132,0.012348,-0.04147,-0.066233,-0.233867,-0.365798,-0.014646,0.006496,4411.001464,630.823364,3748.761962,1601.385253,-0.259697,-0.392138,-0.000876,0.000801,-0.320106,1.0,0.0,5419.234863,-15.572241,0.028731,-22.782117,-0.068139,0.43375,0.384957,-0.002154,-2.544468,0.025321,271.69812,0.47079,-321.146697,3609.548583,0,11,183,147.809524,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,-0.611357990233251,1.0
99.403129,1.612602,-0.032628,0.405427,8.812682,0.006998,0.016733,-0.035968,-0.072965,-0.203414,-0.319774,-0.027304,-0.00586,4535.11914,391.70993,4192.994628,1480.316162,-0.228192,-0.34524,-0.001306,0.00102,-0.281269,1.0,0.0,5403.393066,-15.814359,0.036022,-22.635234,-0.073328,0.544397,0.350157,-0.005136,-2.527173,0.037278,271.172546,0.471926,-321.903259,3610.470214,0,13,216,147.83319,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,-0.5371857455799712,1.0
99.453247,1.646722,-0.052305,0.446934,10.30369,0.007646,0.018152,-0.028609,-0.073967,-0.16798,-0.264822,-0.039825,-0.017877,4542.399414,197.025054,4603.353515,1369.513183,-0.187908,-0.285434,-0.001973,0.001293,-0.231628,1.0,0.0,5381.062011,-16.097141,0.048446,-22.454729,-0.062634,0.602519,0.309183,-0.008209,-2.507495,0.047843,270.637847,0.473451,-322.654083,3611.392089,0,15,250,147.943313,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,-0.44237752750979276,1.0
99.490715,1.693275,-0.072728,0.477236,11.643281,0.007182,0.016943,-0.023188,-0.072167,-0.12739,-0.201571,-0.049997,-0.027309,4643.720703,79.013946,4854.065429,1210.181152,-0.14061,-0.215323,-0.002766,0.00161,-0.173339,1.0,0.0,5369.947265,-16.414714,0.063256,-22.24055,-0.040598,0.61402,0.257931,-0.01085,-2.487072,0.056792,270.092803,0.475456,-323.39801,3612.31372,0,17,283,148.037734,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,-0.3310541480887712,1.0
99.527191,1.753472,-0.092812,0.623431,12.54042,0.006274,0.014813,-0.021128,-0.071483,-0.074811,-0.12023,-0.057487,-0.033906,4699.059082,29.215454,4853.464355,1127.462646,-0.080814,-0.126478,-0.003487,0.001986,-0.099659,1.0,0.0,5376.9458,-16.755136,0.081453,-22.002094,-0.019703,0.59823,0.183594,-0.012882,-2.466988,0.063455,269.53659,0.478012,-324.134155,3613.234619,0,19,316,148.048522,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,-0.19033572916273145,1.0
99.600288,1.826738,-0.111275,1.094396,9.222995,0.002931,0.007007,-0.022094,-0.073064,-0.029315,-0.049413,-0.0629,-0.038611,3693.978515,380.196685,4551.757812,1336.30371,-0.028167,-0.048251,-0.003901,0.002375,-0.034781,1.0,0.0,5398.267578,-17.058855,0.079216,-21.798698,0.002603,0.524739,0.027146,-0.014215,-2.448526,0.066071,268.969573,0.480779,-324.862884,3614.155029,0,21,350,147.971588,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.499999,1.499999,1.499999,1.499999,367.4975930834189,-182.72182476725436,-0.06642859819727562,1.0
