99.86763,-1.532076,-0.003945,-0.749246,6.584445,-0.005351,-0.012188,0.003133,0.003121,-0.103502,-0.156288,-0.010456,0.010609,3464.598144,1902.968994,2627.607177,2022.626953,-0.103584,-0.156369,-0.000758,0.000761,-0.127731,0.017341,0.0,5114.191406,-27.460178,0.075433,3.937587,0.019432,0.081522,0.151452,-0.000782,-1.430985,0.001886,-364.705047,8.515286,-753.563781,328.397674,1,2,33,-18.709138,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
99.804557,-1.527328,-0.006578,-1.054356,6.105988,0.000115,0.000273,0.005829,0.00167,-0.093981,-0.146103,-0.008937,0.012114,4119.267089,1525.533203,2876.074707,1753.276245,-0.102365,-0.154523,-0.000772,0.000726,-0.126213,0.026474,0.0,5110.39746,-27.428283,0.07415,4.03601,0.014046,0.157784,0.255914,-0.000556,-1.428352,0.006154,-365.162628,8.516523,-753.496459,328.860778,1,3,50,-17.646648,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
99.742103,-1.520923,-0.010429,-1.057768,6.122035,0.000186,0.000447,0.008088,8.6e-05,-0.086067,-0.137017,-0.009503,0.011567,4077.061523,1268.778076,3000.345214,1619.960815,-0.100235,-0.151315,-0.000819,0.0007,-0.123553,0.039088,0.0,5108.359374,-27.396039,0.074352,4.134601,0.007853,0.230821,0.289194,-0.000455,-1.424501,0.010977,-365.619689,8.517764,-753.42749,329.323669,1,4,66,-16.214759,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
99.683563,-1.512857,-0.015316,-0.996168,5.677482,0.00025,0.000601,0.008916,-0.000596,-0.079752,-0.12912,-0.012375,0.008752,4094.534423,1251.88623,3079.231933,1558.058227,-0.097164,-0.146763,-0.000894,0.000706,-0.119763,0.051579,0.0,5107.949218,-27.365554,0.066632,4.225848,0.00784,0.292863,0.285863,-0.000385,-1.419614,0.015745,-366.076232,8.518876,-753.356994,329.786315,1,5,83,-14.445154,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
99.626564,-1.503245,-0.021125,-0.958982,5.684375,0.000299,0.000722,0.008889,-0.001124,-0.074965,-0.122405,-0.016688,0.004502,4097.03955,1232.530761,3163.051269,1542.238159,-0.09328,-0.141027,-0.000986,0.000747,-0.114986,0.063287,0.0,5108.944335,-27.335218,0.05893,4.317163,0.008791,0.348109,0.265737,-0.000339,-1.413805,0.020177,-366.532287,8.519859,-753.284973,330.248687,1,6,100,-12.365321,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
99.557685,-1.492093,-0.027691,-1.132731,5.71948,0.007564,0.000818,0.008393,-0.001675,-0.070909,-0.116097,-0.021906,-0.000653,4074.294433,1260.765136,3230.003662,1544.468139,-0.088658,-0.134206,-0.001094,0.000812,-0.109312,0.074687,0.0,5111.111816,-27.301439,0.052585,4.408427,0.012522,0.39338,0.234659,-0.000271,-1.40724,0.024092,-366.987762,8.520736,-753.211425,330.710693,1,7,116,-10.132035,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
99.47171,-1.479344,-0.034838,-1.377401,5.83363,0.017665,0.000886,0.007266,-0.002397,-0.067515,-0.110194,-0.027603,-0.006301,4078.059814,1329.314819,3281.150146,1543.17041,-0.083421,-0.126465,-0.001206,0.000892,-0.102885,0.088463,0.0,5114.086425,-27.26272,0.047676,4.500696,0.019322,0.428088,0.199621,-0.000129,-1.400093,0.027423,-367.442596,8.521532,-753.136352,331.172241,1,8,133,-7.6406,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
99.368064,-1.464868,-0.042406,-1.622519,6.040001,0.028134,0.000928,0.005594,-0.003383,-0.064588,-0.104537,-0.033407,-0.012075,4087.236816,1407.658691,3317.635498,1516.179321,-0.077682,-0.117961,-0.00131,0.000979,-0.095846,0.105658,0.0,5117.526367,-27.218725,0.045096,4.595396,0.027897,0.453102,0.165316,0.000121,-1.392524,0.030185,-367.896697,8.522284,-753.059692,331.633239,1,9,150,-4.840481,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
99.249732,-1.447512,-0.055808,-1.812485,6.245488,0.037282,0.000948,0.003557,-0.004665,-0.061899,-0.098929,-0.039056,-0.017707,4086.30371,1496.856079,3307.272949,1496.371337,-0.071539,-0.108831,-0.001398,0.001073,-0.08831,0.126387,0.0,5121.182128,-27.170288,0.044372,4.692581,0.036923,0.469216,0.133012,0.000495,-1.384681,0.032411,-368.349975,8.523024,-752.981384,332.093627,1,10,166,-1.681861,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
99.121513,-1.426954,-0.063799,-1.920245,6.419463,0.044214,0.000948,0.001319,-0.006217,-0.05934,-0.093291,-0.044408,-0.023057,4080.130371,1624.131713,3289.808593,1461.853637,-0.065076,-0.099198,-0.00146,0.001169,-0.080383,0.150053,0.0,5124.876464,-27.118782,0.044594,4.791914,0.045077,0.477794,0.105692,0.000984,-1.37669,0.034186,-368.802398,8.523768,-752.901428,332.553405,1,11,183,1.861631,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
98.987861,-1.40467,-0.071837,-1.957917,6.585482,0.048962,0.000929,-0.000966,-0.007975,-0.056783,-0.087536,-0.049376,-0.028028,4063.483398,1689.629272,3319.872314,1413.5177,-0.058371,-0.089181,-0.001489,0.001271,-0.072158,0.175697,0.0,5128.577148,-27.065376,0.045982,4.893424,0.051225,0.480332,0.085015,0.00156,-1.368653,0.035622,-369.253936,8.524535,-752.819763,333.012481,1,12,200,5.895215,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
98.853004,-1.380539,-0.079813,-1.926396,6.6513,0.051817,0.000896,-0.003205,-0.009898,-0.054113,-0.081556,-0.053863,-0.032529,3993.476562,1731.728515,3346.547119,1387.944946,-0.051485,-0.078873,-0.001487,0.001382,-0.063709,0.202427,0.0,5132.349121,-27.011449,0.048283,4.995691,0.056182,0.476421,0.064432,0.002211,-1.360676,0.036719,-369.704589,8.525341,-752.736389,333.470916,1,13,216,10.591156,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
98.722038,-1.354746,-0.087625,-1.819196,6.644291,0.05297,0.000849,-0.005383,-0.011941,-0.051502,-0.075551,-0.057945,-0.03662,3917.357421,1762.404785,3334.458984,1367.927124,-0.04449,-0.06838,-0.001463,0.001498,-0.055121,0.229399,0.0,5136.288574,-26.958518,0.050048,5.097767,0.060561,0.466375,0.044466,0.002933,-1.352864,0.037489,-370.154357,8.526176,-752.651367,333.92871,1,14,233,16.021593,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
98.59719,-1.327045,-0.095185,-1.681391,6.573819,0.053104,0.000792,-0.007504,-0.01405,-0.048913,-0.069536,-0.061576,-0.040249,3875.450683,1788.749267,3291.545166,1360.754882,-0.037461,-0.057813,-0.001419,0.001615,-0.046482,0.255592,0.0,5140.49414,-26.907291,0.050308,5.198781,0.063744,0.451082,0.025159,0.003712,-1.345304,0.037942,-370.603271,8.527015,-752.564636,334.385864,1,15,250,21.91249,3,1060.0,1.919,1.847699,2.0683,2.31,130.968994,7500,1.35,1.35,1.35,1.35
