99.852912,1.396969,0.001993,-0.924447,-6.677714,-0.010836,-0.004765,0.003109,0.003114,0.147353,0.09767,-0.010418,0.010647,2076.892822,3630.002441,2012.131103,2642.354003,0.147248,0.097564,-0.000761,0.000758,0.120286,0.0,1.0,5065.818847,-15.158293,0.10714,-23.228422,0.016496,-0.082324,-0.141341,-0.001839,-2.560846,-0.005041,244.438903,0.506522,-362.883087,3659.399169,0,2,33,-19.367855,3
99.581428,1.393215,0.004512,-4.502016,-6.014994,0.044732,0.052432,0.014768,0.018895,0.137472,0.088351,-0.011859,0.00919,1602.638793,4318.535156,1658.185302,2793.516357,0.145699,0.096548,-0.000725,0.000774,0.119016,0.0,1.0,5031.348144,-15.033154,0.112874,-23.219955,0.023956,-0.150906,-0.241934,-0.001455,-2.563365,-0.009074,244.188095,0.508405,-363.270477,3659.860595,0,3,50,-19.030668,3
99.198471,1.387899,0.00787,-6.365072,-5.590477,0.077302,0.085679,0.02007,0.025729,0.12941,0.081195,-0.011638,0.009423,1694.939453,4364.497558,1455.446044,2771.42749,0.143225,0.094892,-0.000699,0.000813,0.116964,0.0,1.0,5003.391113,-14.896979,0.115814,-23.181272,0.04074,-0.200961,-0.255787,-0.000811,-2.566723,-0.01334,243.939559,0.510338,-363.657226,3660.320068,0,4,66,-18.815059,3
98.771888,1.381081,0.011953,-7.094227,-5.529251,0.095843,0.100743,0.022706,0.027286,0.123778,0.076688,-0.009693,0.011399,1730.189697,4483.318359,1382.554077,2827.157226,0.139939,0.092665,-0.000714,0.000852,0.11424,0.0,1.0,4973.125488,-14.755143,0.113662,-23.131406,0.060657,-0.243978,-0.255118,0.00014,-2.570806,-0.017599,243.693389,0.512234,-364.043121,3660.777587,0,5,83,-18.641056,3
98.323158,1.372748,0.016656,-7.448435,-5.446684,0.112115,0.109302,0.0245,0.027314,0.118556,0.072832,-0.007112,0.014057,1821.810913,4534.575683,1309.567138,2821.610107,0.135827,0.089863,-0.000776,0.000898,0.110839,0.0,1.0,4935.961425,-14.611413,0.113774,-23.07517,0.081395,-0.28061,-0.238486,0.001409,-2.575509,-0.021588,243.449615,0.514132,-364.4281,3661.232666,0,6,100,-18.453557,3
97.856544,1.362938,0.021909,-7.730264,-5.472385,0.126426,0.114602,0.026711,0.027444,0.113725,0.069582,-0.003875,0.017379,2106.251464,4643.381835,1171.465332,2756.043457,0.130949,0.086533,-0.000882,0.000938,0.106817,0.0,1.0,4889.429199,-14.464997,0.114911,-23.014574,0.101321,-0.312794,-0.215166,0.00298,-2.580762,-0.025198,243.208297,0.516049,-364.812072,3661.685546,0,7,116,-18.224571,3
97.358497,1.351609,0.027703,-8.222528,-5.723617,0.138141,0.117886,0.030197,0.028794,0.108932,0.066589,-0.000219,0.021122,2168.083496,4706.974121,1016.5354,2755.997802,0.12534,0.0827,-0.001044,0.00096,0.102218,0.0,1.0,4833.381347,-14.310905,0.119069,-22.948415,0.116584,-0.344557,-0.197775,0.004773,-2.586556,-0.028531,242.969543,0.518036,-365.194915,3662.135986,0,8,133,-17.939794,3
96.841461,1.338714,0.033958,-8.505234,-5.798166,0.145963,0.118972,0.035365,0.031768,0.103732,0.063388,0.003618,0.025099,2180.286132,4729.05957,912.210693,2754.12622,0.119031,0.078381,-0.001275,0.000964,0.097059,0.0,1.0,4769.907714,-14.153612,0.122798,-22.878038,0.129835,-0.371477,-0.172373,0.006756,-2.592811,-0.031457,242.733413,0.520084,-365.576599,3662.583984,0,9,150,-17.599639,3
96.308006,1.324283,0.040586,-8.737876,-5.848416,0.150351,0.118371,0.042579,0.035987,0.098626,0.060443,0.007745,0.02939,2243.685058,4730.548828,830.796081,2655.514648,0.112075,0.073616,-0.001569,0.000951,0.09138,0.0,1.0,4702.091308,-13.994007,0.12507,-22.803834,0.142678,-0.393049,-0.139426,0.008923,-2.599439,-0.03385,242.499954,0.522171,-365.957031,3663.029296,0,10,166,-17.218181,3
95.757347,1.308298,0.047532,-8.977889,-5.92553,0.151403,0.116623,0.051503,0.041046,0.093612,0.057761,0.012069,0.0339,2368.50708,4726.099609,763.558593,2489.167236,0.104551,0.068463,-0.001917,0.000918,0.085248,0.0,1.0,4633.406738,-13.831702,0.124898,-22.725831,0.153613,-0.411397,-0.10773,0.011248,-2.606385,-0.035735,242.269195,0.524255,-366.336181,3663.471923,0,11,183,-16.81505,3
