17,291,-0.000346415,0.999971,0,1238.2,2.31,1.919,1.917,1.999,12.0029,148.034,-0.0318779,-0.798505,2.98239,4.57939,0.000151264,1,-0.00064283,-7.45363,-56.9449,8.46565,822.155,0.00627155,1.41667,-0.00013948,0.00233608,0.650567,-0.002093,0.759442,-40.6366,-0.0335375,-6.28925,0.0122551,0.00367711,0.00108724,4,0,0
18,308,-0.000333351,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,12.689,148.073,-0.0318726,-0.777105,3.00366,4.55787,-0.00077821,0.999999,-0.000757357,-7.41283,-57.623,8.46522,822.05,0.00645723,1.41668,-0.000102925,0.00241847,0.650569,-0.00213953,0.75944,-40.6479,-0.0268985,-6.2883,0.0111296,0.000302613,0.00219113,4,0,0
19,325,-0.00032293,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,13.375,148.126,-0.0318487,-0.755644,3.02506,4.53635,-0.00077821,0.999999,-0.000757357,-7.41283,-58.3013,8.46488,821.945,0.00662414,1.4167,-4.75E-05,0.00249986,0.650578,-0.0021728,0.759432,-40.6622,-0.0209235,-6.2926,0.0100046,0.00142831,0.00332364,4,0,0
20,341,-0.00031013,1,0,1238.2,2.31,1.919,1.917,1.999,14.0615,148.176,-0.0318062,-0.734121,3.04652,4.51477,-0.000514138,1,-0.00027574,-7.79326,-58.9798,8.46465,821.84,0.00677228,1.41674,2.69E-05,0.00258025,0.650594,-0.00219281,0.759418,-40.675,-0.0140094,-6.29957,0.00887951,0.00255405,0.00445648,4,0,0
21,358,-0.00029958,0.999971,0,1238.2,2.31,1.919,1.917,1.999,14.748,148.229,-0.0317824,-0.712537,3.06799,4.49312,-0.000514138,1,-0.00027574,-7.79326,-59.6587,8.46449,821.735,0.00686412,1.41677,8.23E-05,0.00263313,0.650603,-0.00220166,0.759411,-40.6899,-0.0101011,-6.30035,0.00550446,0.00142924,0.00332399,4,0,0
22,375,-0.000289029,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,15.4346,148.273,-0.0317397,-0.691013,3.08945,4.47147,-0.000514138,1,-0.00027574,-7.79326,-60.3377,8.46434,821.63,0.00693718,1.41681,0.000119139,0.0026728,0.650619,-0.0022115,0.759397,-40.7017,-0.00939759,-6.3039,0.00437927,0.00255434,0.0022069,4,0,0
23,391,-0.000275835,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,16.1216,148.321,-0.0316784,-0.669551,3.11085,4.44989,-0.00181125,0.999998,-0.000435112,-7.74076,-61.0169,8.46415,821.525,0.00695392,1.41687,0.000249932,0.00272164,0.650642,-0.00216737,0.759377,-40.7153,-0.011297,-6.30326,0.00100366,0.00367909,0.00783976,4,0,0
24,408,-0.000265384,1,0,1238.2,2.31,1.919,1.917,1.999,16.8091,148.363,-0.0316735,-0.647907,3.13237,4.42825,-0.0014573,0.999999,0.000209755,-8.24878,-61.6964,8.46391,821.419,0.0068393,1.41687,0.000402386,0.00272771,0.650644,-0.0020722,0.759376,-40.726,-0.0141462,-6.31073,-0.00687054,0.000300995,0.00913811,4,0,0
25,425,-0.000260798,0.999971,0,1238.2,2.31,1.919,1.917,1.999,17.4966,148.408,-0.031612,-0.626322,3.1539,4.40654,-0.0014573,0.999999,0.000209755,-8.24878,-62.3762,8.46365,821.314,0.00669078,1.41694,0.000495677,0.00270161,0.650667,-0.00198855,0.759356,-40.7385,-0.0146591,-6.31168,-0.00890287,0.00367442,0.00559158,4,0,0
26,441,-0.000251194,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,18.1841,148.465,-0.0316072,-0.604737,3.17536,4.38483,-0.0014573,0.999999,0.000209755,-8.24878,-63.0561,8.46329,821.209,0.00657276,1.41694,0.000644892,0.00270534,0.650669,-0.00189351,0.759354,-40.754,-0.0215826,-6.31423,-0.00707368,0.000299198,0.00894396,4,0,0
27,458,-0.000243356,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,18.8721,148.514,-0.0315833,-0.583092,3.19688,4.36312,-0.000895162,1,0.000279399,-8.27023,-63.7363,8.46288,821.103,0.00653706,1.41696,0.000775462,0.00273424,0.650678,-0.00183235,0.759347,-40.7671,-0.0243001,-6.31806,-0.00214017,0.00142712,0.00782632,4,0,0
28,475,-0.000232459,1,0,1238.2,2.31,1.919,1.917,1.999,19.5601,148.554,-0.0315406,-0.561629,3.21834,4.34154,-0.000560281,0.999999,0.000891146,-8.75094,-64.4166,8.46243,820.998,0.00647664,1.41701,0.000924921,0.00275989,0.650694,-0.001756,0.759333,-40.7789,-0.0267458,-6.31461,-0.00362175,0.00255046,0.00895851,4,0,0
29,491,-0.000225062,0.999971,0,1238.2,2.31,1.919,1.917,1.999,20.2485,148.606,-0.0315169,-0.539862,3.23999,4.31977,-0.000560281,0.999999,0.000891146,-8.75094,-65.0972,8.46197,820.893,0.00643846,1.41703,0.00101795,0.00277564,0.650703,-0.0017083,0.759326,-40.7926,-0.0274795,-6.32144,-0.00228855,0.00142645,0.00557618,4,0,0
30,508,-0.000220198,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,20.937,148.654,-0.0314744,-0.518276,3.26145,4.29806,-0.000560281,0.999999,0.000891146,-8.75094,-65.778,8.4615,820.787,0.00642026,1.41707,0.00109233,0.0027929,0.650719,-0.00167419,0.759312,-40.8066,-0.0281399,-6.31896,-0.00109082,0.00255262,0.00445838,4,0,0
31,525,-0.000213507,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,21.626,148.709,-0.0314504,-0.496631,3.28303,4.27636,-0.000560281,0.999999,0.000891146,-8.75094,-66.459,8.46108,820.682,0.00642085,1.4171,0.00118536,0.00282337,0.650728,-0.0016391,0.759304,-40.8207,-0.0251683,-6.32566,3.53E-05,0.00142883,0.00557617,4,0,0
32,541,-0.000205905,1,0,1238.2,2.31,1.919,1.917,1.999,22.3149,148.771,-0.0314077,-0.474985,3.30462,4.25459,0.000967343,0.999999,0.00107961,-8.80376,-67.1403,8.46079,820.576,0.00647772,1.41714,0.00122221,0.00285691,0.650744,-0.00164368,0.75929,-40.8383,-0.0171451,-6.3249,0.00340884,0.00255798,0.00220856,4,0,0
33,558,-0.000198517,0.999971,0,1238.2,2.31,1.919,1.917,1.999,23.0044,148.809,-0.0313839,-0.453401,3.32608,4.23294,0.000975434,0.999999,0.00109388,-8.81492,-67.8218,8.46061,820.471,0.00662846,1.41716,0.00124016,0.00291996,0.650753,-0.00168594,0.759282,-40.849,-0.0118966,-6.32559,0.00903519,0.00143999,0.00107654,4,0,0
34,575,-0.000194117,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,23.6938,148.874,-0.0313784,-0.431693,3.34773,4.21111,0.000975434,0.999999,0.00109388,-8.81492,-68.5035,8.46053,820.365,0.00680128,1.41717,0.00127677,0.00299748,0.650754,-0.00172828,0.759281,-40.8663,-0.00528343,-6.33234,0.0103584,0.000316986,0.00219415,4,0,0
35,591,-0.00018535,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,24.3838,148.922,-0.0313542,-0.410047,3.36931,4.18941,0.000975434,0.999999,0.00109388,-8.81492,-69.1854,8.46058,820.26,0.00699391,1.41719,0.0012572,0.00306422,0.650763,-0.00179843,0.759272,-40.88,0.0023689,-6.32988,0.0115467,0.00144331,-0.00117291,4,0,0
36,608,-0.000186211,1,0,1238.2,2.31,1.919,1.917,1.999,25.0737,148.965,-0.0313115,-0.388403,3.39083,4.1677,0.00142683,0.999998,0.0011496,-8.82913,-69.8676,8.46082,820.154,0.00716776,1.41724,0.00118146,0.00310553,0.650779,-0.00188381,0.759258,-40.8923,0.0136157,-6.32915,0.0104205,0.00256613,-0.00453961,4,0,0
37,625,-0.000182172,0.999971,0,1238.2,2.31,1.919,1.917,1.999,25.7637,149.029,-0.0312873,-0.366695,3.41248,4.14587,0.00097952,1,0.000333653,-8.19142,-70.55,8.46123,820.048,0.0073604,1.41726,0.00108682,0.00314785,0.650788,-0.00198246,0.75925,-40.9097,0.0235929,-6.33246,0.011547,0.00144134,-0.0056724,4,0,0
38,641,-0.000175956,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,26.4541,149.069,-0.0312822,-0.345048,3.43407,4.12416,0.00097952,1,0.000333653,-8.19142,-71.2327,8.4617,819.943,0.00753429,1.41727,0.000935744,0.0031647,0.65079,-0.00209641,0.759248,-40.9202,0.0274413,-6.33663,0.0104232,0.000313516,-0.00905564,4,0,0
39,658,-0.000167489,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,27.145,149.127,-0.0312581,-0.323402,3.45559,4.10239,0.00097952,1,0.000333653,-8.19142,-71.9156,8.46234,819.837,0.00772694,1.41729,0.000803579,0.0031948,0.6508,-0.00220931,0.75924,-40.9373,0.0378318,-6.33288,0.0115474,0.00143808,-0.00792189,4,0,0
40,675,-0.000174772,1,0,1238.2,2.31,1.919,1.917,1.999,27.8359,149.177,-0.031253,-0.301695,3.47724,4.08062,0.00097952,1,0.000333653,-8.19142,-72.5987,8.46304,819.731,0.00790084,1.4173,0.000577427,0.00318721,0.650802,-0.00235175,0.759238,-40.9508,0.041356,-6.33626,0.0104234,0.000309782,-0.0135556,4,0,0
41,691,-0.000210485,0.999971,0,1238.2,2.31,1.919,1.917,1.999,28.5269,149.224,-0.031304,-0.279926,3.49888,4.05879,0.000125324,1,-0.000746925,-7.36818,-73.2821,8.46379,819.625,0.00801845,1.41724,0.00037288,0.00316537,0.650782,-0.0024676,0.759254,-40.963,0.0445277,-6.34277,0.00704967,-0.00306872,-0.0122607,4,0,0
42,708,-0.000297511,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,29.2183,149.267,-0.0314115,-0.258095,3.52071,4.03684,0.000125324,1,-0.000746925,-7.36818,-73.9656,8.46459,819.519,0.00807977,1.41714,0.000267115,0.00315437,0.650742,-0.00252753,0.759289,-40.974,0.0473822,-6.35045,0.00367525,-0.00644547,-0.00633977,4,0,0
43,725,-0.000477158,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,29.9102,149.309,-0.0315756,-0.236081,3.5426,4.01476,0.000125324,1,-0.000746925,-7.36818,-74.6493,8.46536,819.413,0.0080848,1.41697,0.000277498,0.00315986,0.650679,-0.00252496,0.759342,-40.9838,0.0465259,-6.36173,0.000301254,-0.00982148,0.000622316,4,0,0
44,741,-0.000752339,1,0,1238.2,2.31,1.919,1.917,1.999,30.6021,149.364,-0.0318332,-0.214004,3.56462,3.99257,0.000125324,1,-0.000746925,-7.36818,-75.3333,8.4661,819.307,0.00803354,1.41671,0.000259725,0.00313494,0.650582,-0.00251463,0.759426,-40.9978,0.0442137,-6.37174,-0.00307246,-0.0154475,-0.00106489,4,0,0
45,758,-0.00118915,0.999971,0,1238.2,2.31,1.919,1.917,1.999,31.2939,149.396,-0.0322013,-0.191744,3.58676,3.97024,0.00129136,0.999999,-0.000602753,-7.39774,-76.0175,8.4668,819.2,0.00796354,1.41635,0.000216424,0.00309473,0.650442,-0.00250773,0.759545,-41.0062,0.0421327,-6.3756,-0.0041967,-0.0220572,-0.0025947,4,0,0
46,775,-0.00128591,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,31.9863,149.459,-0.0325433,-0.169543,3.6089,3.94792,0.000713494,0.999998,-0.00165682,-6.57831,-76.7019,8.46749,819.094,0.0079498,1.416,0.000106756,0.00305429,0.650312,-0.00254439,0.759657,-41.0229,0.0415084,-6.38139,-0.000824282,-0.0205032,-0.00657335,4,0,0
47,791,-0.00126006,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,32.6787,149.499,-0.032862,-0.147099,3.63122,3.92548,0.000713494,0.999998,-0.00165682,-6.57831,-77.3864,8.46813,818.987,0.0079548,1.41569,-2.27E-05,0.0030145,0.650191,-0.00259471,0.75976,-41.033,0.0386991,-6.38868,0.000298095,-0.0191051,-0.00775972,4,0,0
48,808,-0.00128171,1,0,1238.2,2.31,1.919,1.917,1.999,33.3716,149.552,-0.0332017,-0.124838,3.65336,3.90309,0.000713494,0.999998,-0.00165682,-6.57831,-78.0713,8.46876,818.881,0.00797849,1.41535,-0.000283712,0.00293911,0.650063,-0.00270106,0.75987,-41.0494,0.0371821,-6.38024,0.00141775,-0.0203637,-0.0156452,4,0,0
49,825,-0.00126062,0.999971,0,1238.2,2.31,1.919,1.917,1.999,34.0645,149.589,-0.0334846,-0.102516,3.67562,3.88065,0.000713494,0.999998,-0.00165682,-6.57831,-78.7562,8.46938,818.774,0.00798334,1.41506,-0.000645907,0.00282363,0.649956,-0.00283985,0.759962,-41.0587,0.0376372,-6.38692,0.000287571,-0.0169665,-0.0217101,4,0,0
50,841,-0.0011756,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,34.7573,149.647,-0.0337864,-0.0800708,3.698,3.85814,0.00193221,0.999996,-0.00205537,-6.15573,-79.4415,8.47005,818.667,0.00800685,1.41476,-0.000977768,0.00272516,0.649841,-0.00297318,0.760059,-41.0737,0.0396852,-6.39465,0.00140584,-0.0180927,-0.0198919,4,0,0
51,858,-0.00114811,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,35.4507,149.692,-0.0340695,-0.0575651,3.72045,3.83557,0.00193221,0.999996,-0.00205537,-6.15573,-80.1269,8.47075,818.56,0.00804905,1.41448,-0.00128205,0.00264277,0.649734,-0.00310215,0.760151,-41.0856,0.0422656,-6.39902,0.00252678,-0.0169696,-0.0182388,4,0,0
52,875,-0.00106885,1,0,1238.2,2.31,1.919,1.917,1.999,36.1445,149.744,-0.0342965,-0.0349371,3.74296,3.81288,0.00193221,0.999996,-0.00205537,-6.15573,-80.8125,8.47147,818.453,0.00814754,1.41425,-0.00161059,0.00257385,0.649648,-0.00325873,0.760224,-41.0994,0.0425974,-6.4061,0.00590163,-0.0136007,-0.0196934,4,0,0
53,891,-0.00103618,0.999971,0,1238.2,2.31,1.919,1.917,1.999,36.8379,149.789,-0.0345421,-0.0122504,3.76559,3.79007,0.00193221,0.999996,-0.00205537,-6.15573,-81.4983,8.47224,818.346,0.0082647,1.41401,-0.00191708,0.00251924,0.649555,-0.00341297,0.760303,-41.1103,0.045882,-6.4165,0.00702031,-0.0147298,-0.018372,4,0,0
54,908,-0.00104546,0.99998,3.65E-05,1238.2,2.31,1.919,1.917,1.999,37.5322,149.841,-0.0347691,0.0103377,3.78809,3.76738,0.00232417,0.999991,-0.003483,-4.95534,-82.1843,8.47308,818.239,0.00836306,1.41378,-0.00220344,0.00246404,0.649469,-0.0035535,0.760376,-41.1257,0.0494629,-6.41255,0.00589357,-0.0136043,-0.017165,4,0,0
55,925,-0.00101699,1,3.55E-05,1238.2,2.31,1.919,1.917,1.999,38.2266,149.896,-0.0349771,0.033267,3.81091,3.74438,0.00232417,0.999991,-0.003483,-4.95534,-82.8706,8.47399,818.132,0.00844263,1.41357,-0.00243335,0.00242001,0.64939,-0.0036665,0.760443,-41.1387,0.0547258,-6.42797,0.00476818,-0.0124779,-0.0137816,4,0,0
56,941,-0.000947366,1,0,1238.2,2.31,1.919,1.917,1.999,38.9209,149.933,-0.0351648,0.0561419,3.83372,3.72138,0.00232417,0.999991,-0.003483,-4.95534,-83.5571,8.47497,818.024,0.00854588,1.41338,-0.00261188,0.00240165,0.649319,-0.00376767,0.760503,-41.1472,0.0585111,-6.43904,0.00609429,-0.0115383,-0.0102885,4,0,0
57,958,-0.000884925,1,3.65E-05,1238.2,2.31,1.919,1.917,1.999,39.6157,149.99,-0.0353388,0.079201,3.85672,3.69826,0.00232417,0.999991,-0.003483,-4.95534,-84.2438,8.47601,817.917,0.00866635,1.41321,-0.0027646,0.00239822,0.649253,-0.00386465,0.760559,-41.1623,0.061846,-6.44491,0.00722063,-0.0104173,-0.00915522,4,0,0
58,975,-0.00090203,0.999971,3.55E-05,1238.2,2.31,1.919,1.917,1.999,40.3105,150.035,-0.0354936,0.102261,3.87966,3.67514,0.00232417,0.999991,-0.003483,-4.95534,-84.9307,8.47712,817.809,0.00873056,1.41305,-0.00286088,0.00239168,0.649194,-0.00392192,0.760609,-41.1743,0.0660479,-6.45019,0.00384786,-0.00928329,-0.00577099,4,0,0
59,991,-0.000847543,0.99998,0,1238.2,2.31,1.919,1.917,1.999,41.0054,150.089,-0.0356672,0.125504,3.90278,3.65183,0.00130585,0.99999,-0.00416277,-4.48614,-85.6178,8.47823,817.701,0.00877592,1.41288,-0.00293856,0.00238406,0.649128,-0.00396598,0.760665,-41.1881,0.0665882,-6.4581,0.00271884,-0.0104053,-0.00465625,4,0,0
60,1008,-0.000807959,1,0,1238.2,2.31,1.919,1.917,1.999,41.7012,150.132,-0.0357843,0.148689,3.9259,3.62853,0.00130585,0.99999,-0.00416277,-4.48614,-86.3051,8.47935,817.593,0.00880268,1.41276,-0.00299698,0.00237551,0.649084,-0.00399674,0.760703,-41.1991,0.0670744,-6.46523,0.00160335,-0.007027,-0.00350179,4,0,0
61,1025,-0.000790664,1,3.65E-05,1238.2,2.31,1.919,1.917,1.999,42.3965,150.172,-0.0359199,0.172118,3.94927,3.60504,0.00130585,0.99999,-0.00416277,-4.48614,-86.9927,8.48044,817.485,0.00873553,1.41263,-0.00299925,0.0023495,0.649032,-0.00397566,0.760747,-41.2089,0.0657616,-6.47421,-0.00402502,-0.00813517,-0.000136002,4,0,0
62,1041,-0.000793427,0.999971,3.55E-05,1238.2,2.31,1.919,1.917,1.999,43.0923,150.226,-0.0360371,0.195609,3.97264,3.58142,0.00130585,0.99999,-0.00416277,-4.48614,-87.6804,8.48151,817.377,0.00869048,1.41251,-0.0030952,0.00230147,0.648988,-0.0039974,0.760785,-41.2229,0.0637924,-6.48229,-0.00270044,-0.00701383,-0.00575089,4,0,0
63,1058,-0.000770948,0.99998,0,1238.2,2.31,1.919,1.917,1.999,43.7886,150.27,-0.0361347,0.219099,3.99607,3.55787,0.000541979,0.999989,-0.00473676,-4.08436,-88.3684,8.48247,817.269,0.00854625,1.41241,-0.0030807,0.0022515,0.648951,-0.00394497,0.760817,-41.2347,0.0584755,-6.48541,-0.00864529,-0.0058705,0.000869266,4,0,0
64,1075,-0.000732221,1,0,1238.2,2.31,1.919,1.917,1.999,44.4844,150.299,-0.036214,0.242713,4.01962,3.53413,0.000541979,0.999989,-0.00473676,-4.08436,-89.0565,8.48326,817.161,0.00837875,1.41233,-0.00309194,0.00218429,0.648921,-0.00389482,0.760843,-41.2423,0.0480411,-6.49008,-0.0100397,-0.00474104,-0.00067349,4,0,0
65,1091,-0.000713941,1,3.65E-05,1238.2,2.31,1.919,1.917,1.999,45.1812,150.359,-0.0363115,0.26645,4.04324,3.51034,0.000541979,0.999989,-0.00473676,-4.08436,-89.7449,8.48393,817.052,0.00814823,1.41224,-0.00312664,0.00208552,0.648884,-0.00383312,0.760875,-41.2573,0.0412153,-6.50102,-0.0138177,-0.00585391,-0.00207935,4,0,0
66,1108,-0.00068774,0.999971,3.55E-05,1238.2,2.31,1.919,1.917,1.999,45.8779,150.395,-0.0363906,0.290248,4.06697,3.48648,0.000541979,0.999989,-0.00473676,-4.08436,-90.4334,8.48451,816.943,0.00797443,1.41216,-0.00309821,0.00202877,0.648854,-0.00376584,0.760901,-41.2664,0.0350721,-6.50796,-0.0104172,-0.00473979,0.00170484,4,0,0
67,1125,-0.000644978,0.99998,0,1238.2,2.31,1.919,1.917,1.999,46.5747,150.453,-0.0364509,0.314108,4.09077,3.4625,0.000828967,0.999991,-0.0042136,-4.48562,-91.1222,8.48491,816.835,0.00778193,1.4121,-0.00301294,0.00198331,0.648831,-0.00367088,0.760921,-41.2812,0.02512,-6.51669,-0.0115384,-0.00361226,0.00511138,4,0,0
68,1141,-0.000629952,1,0,1238.2,2.31,1.919,1.917,1.999,47.2715,150.485,-0.0364924,0.338153,4.11469,3.43839,-0.000158282,0.999991,-0.00433479,-4.47684,-91.8111,8.48515,816.726,0.00760826,1.41206,-0.00294628,0.00193893,0.648815,-0.00358914,0.760935,-41.2895,0.0149939,-6.52231,-0.0104099,-0.00249131,0.00399553,4,0,0
69,1158,-0.00065135,1,3.65E-05,1238.2,2.31,1.919,1.917,1.999,47.9688,150.536,-0.0365901,0.362134,4.13855,3.41429,-0.000158282,0.999991,-0.00433479,-4.47684,-92.5002,8.48525,816.617,0.00737812,1.41196,-0.0027862,0.00190347,0.648778,-0.00345349,0.760968,-41.303,0.0069801,-6.52736,-0.0137938,-0.00585864,0.00959626,4,0,0
70,1175,-0.000717632,0.999971,3.55E-05,1238.2,2.31,1.919,1.917,1.999,48.6665,150.582,-0.036669,0.386303,4.16266,3.39006,-0.000158282,0.999991,-0.00433479,-4.47684,-93.1896,8.48527,816.508,0.00712929,1.41188,-0.00251569,0.00189668,0.648748,-0.00326977,0.760994,-41.3137,0.00182839,-6.541,-0.0149144,-0.00473451,0.0162151,4,0,0
71,1191,-0.00087105,0.99998,0,1238.2,2.31,1.919,1.917,1.999,49.3643,150.637,-0.036842,0.410776,4.18701,3.36552,-0.000158282,0.999991,-0.00433479,-4.47684,-93.8791,8.48515,816.399,0.00693657,1.41171,-0.00211625,0.00195318,0.648682,-0.0030551,0.761051,-41.3261,-0.00651736,-6.56064,-0.0115494,-0.0103727,0.0239429,4,0,0
