pos_0,pos_1,pos_2,rot_0,rot_1,rot_2,velocity_0,velocity_1,velocity_2,angular_velocity_0,angular_velocity_1,angular_velocity_2,current_lap_time_msec,frame_count,course_v,steering,throttle,brake,slip_angle_0,slip_angle_1,slip_angle_2,slipangle_3,u_delta,u_a,X,Y,psi,vx,vy,dpsi,ey,epsi,s
389.300659,8.466609,506.431121,-0.009843,1.62114,0.067404,31.078296,0.065361,-0.597001,0.002389,0.384194,0.015937,3000,180,2373.068603,-0.058181,1.0,0.0,-0.064459,-0.093985,-0.059715,-0.034217,-0.11111929571030407,0.9999999999994662,389.300659,506.431121,-0.05034367320510391,31.068963102297793,0.9676901392881776,-0.384194,2.068416851928038,0.06533030270781333,2368.768603
391.37622,8.471721,506.358154,-0.010977,1.645419,0.067516,31.114967,0.086153,-1.392974,0.007817,0.356861,0.003482,3066,184,2375.128173,-0.058181,1.0,0.0,-0.065361,-0.095376,-0.057767,-0.032156,-0.11111929571029823,0.9999999999978976,391.37622,506.358154,-0.07462267320510385,31.13222567036814,0.9306303159880509,-0.356861,2.1946976760749544,0.04219305447273794,2370.828173
392.414703,8.474603,506.302124,-0.011503,1.657181,0.067353,31.126981,0.08598,-1.774335,0.00808,0.351588,-0.003003,3100,186,2376.160644,-0.058181,1.0,0.0,-0.064907,-0.095132,-0.056729,-0.03119,-0.11111929571030556,0.9999999999999828,392.414703,506.302124,-0.08638467320510301,31.163998375121487,0.91783230604029,-0.351588,2.2416941786450852,0.031294235765513906,2371.860644
395.012115,8.481584,506.107177,-0.012366,1.685728,0.06541,31.14223,0.082868,-2.710052,0.013815,0.338402,-0.023741,3183,191,2378.748291,-0.058181,1.0,0.0,-0.064669,-0.095501,-0.054742,-0.029462,-0.11111929571030428,0.999999999999633,395.012115,506.107177,-0.11493167320510356,31.247558490861962,0.8791811962073921,-0.338402,2.3141395639096616,0.004741036794479084,2374.4482909999997
396.570709,8.485569,505.953155,-0.012803,1.702732,0.063826,31.139528,0.078299,-3.260612,0.013473,0.340001,-0.028851,3233,194,2380.304931,-0.058181,1.0,0.0,-0.064137,-0.095195,-0.05393,-0.028869,-0.11111929571030428,0.9999999999997081,396.570709,505.953155,-0.13193567320510358,31.297841759460503,0.864231379376041,-0.340001,2.326186578597957,-0.011331026009382406,2376.004931
399.130889,8.487973,505.610351,-0.015043,1.712562,0.051033,30.612598,-0.001612,-4.423727,-0.027641,0.130332,-0.219397,3316,199,2382.874023,-0.058181,1.0,0.0,-0.047097,-0.077398,-0.017886,0.006425,-0.1111192957103047,0.9999999999998325,399.130889,505.610351,-0.14176567320510358,30.930528526858634,-0.054054873204050224,-0.130332,2.265556050895699,-0.020079895438374074,2378.5740229999997
401.177795,8.486454,505.299682,-0.016823,1.72706,0.038523,30.70685,-0.029787,-4.801234,-0.008337,0.263795,-0.146446,3383,203,2384.932617,-0.058181,1.0,0.0,-0.042134,-0.071157,-0.023757,-0.00117,-0.11111929571021076,0.9999999999850777,401.177795,505.299682,-0.15626367320510326,31.079916018134128,0.036126873454046304,-0.263795,2.1871761881648486,-0.03398013976141012,2380.6326169999998
403.742431,8.484429,504.870758,-0.017381,1.754628,0.034766,30.755895,-0.021168,-5.385375,0.014194,0.364265,0.025705,3466,208,2387.526123,-0.058181,1.0,0.0,-0.043562,-0.071763,-0.033992,-0.012095,-0.11111929571023971,0.9999999999925535,403.742431,504.870758,-0.18383167320510374,31.22210909453631,0.32748256521967356,-0.364265,2.0587354691080155,-0.06110012600563053,2383.226123
405.793823,8.484003,504.48767,-0.016596,1.780526,0.04024,30.723169,0.004274,-5.964957,0.031067,0.398369,0.117064,3533,212,2389.610351,-0.058181,1.0,0.0,-0.048436,-0.076676,-0.042095,-0.019963,-0.11111929570993552,0.9999999999763094,405.793823,504.48767,-0.2097296732051035,31.29181653405932,0.5621773858684627,-0.398369,1.9258795548383159,-0.08682273407546504,2385.3103509999996
407.840759,8.485336,504.062164,-0.01559,1.807945,0.048157,30.639673,0.029614,-6.633125,0.033845,0.413001,0.123671,3600,216,2391.696289,-0.058181,1.0,0.0,-0.054,-0.082683,-0.049429,-0.026643,-0.11111929570992597,0.999999999983807,407.840759,504.062164,-0.23714867320510358,31.34045723157234,0.7507658280310041,-0.413001,1.7613859641350222,-0.11418583625068024,2387.396289
