-542.099426,8.38775,-688.929748,0.002656,-0.649267,-0.045318,-16.820608,0.014723,22.048282,0.014257,-0.110365,-0.179744,50,3,524.919738,0.087272,1.0,0.0,0.107967,0.071914,-0.009447,0.011576,0.16667894354916968,0.9999999999965544,-542.099426,-688.929748,2.2200633267948966,27.731841268090974,0.06762043030510156,0.110365,-0.7843338194294284,-0.043762590607260954,520.5947380000001
-543.238342,8.390751,-687.472045,-0.00047,-0.67117,-0.066768,-17.220003,0.060579,21.731603,-0.045067,-0.437002,-0.317032,116,7,526.777587,0.087272,1.0,0.0,0.084973,0.048967,-0.001408,0.019819,0.16667894353806403,1.0000000000000524,-543.238342,-687.472045,2.2419663267948966,27.727065644533088,-0.03005018087904965,0.437002,-0.8338319098322946,-0.00908737997628073,522.4525870000001
-543.818054,8.393782,-686.749755,-0.003151,-0.686714,-0.074685,-17.40767,0.099466,21.636926,-0.047593,-0.455184,-0.174465,150,9,527.705932,0.032881,1.0,0.0,0.020433,0.006479,0.009616,0.031249,0.0627981397422575,0.9999999999994402,-543.818054,-686.749755,2.257510326794897,27.76901285584233,-0.2558643594551473,0.455184,-0.8436537127649083,0.012617772640530767,523.380932
-544.699279,8.40108,-685.670898,-0.007345,-0.705922,-0.077795,-17.703491,0.163851,21.51942,-0.055344,-0.341933,-0.003785,200,12,529.099487,0.010538,1.0,0.0,0.012068,0.006306,0.020609,0.042733,0.020127282795460315,0.9999999999986532,-544.699279,-685.670898,2.2767183267948967,27.86146200283656,-0.48781737153938565,0.341933,-0.8415480330794362,0.04039660354630881,524.774487
-545.294494,8.407136,-684.954528,-0.00971,-0.714143,-0.0753,-17.874645,0.186716,21.460817,-0.049058,-0.212434,0.102879,233,14,530.029174,-0.011745,1.0,0.0,0.000166,-0.006275,0.021478,0.043916,-0.022431545488447908,0.9999999999995277,-545.294494,-684.954528,2.2849393267948965,27.92432730641604,-0.5491308292762422,0.212434,-0.8214521105210446,0.054385170148416595,525.7291740000001
-545.894531,8.413944,-684.239501,-0.01126,-0.717634,-0.070142,-18.013053,0.211425,21.422237,-0.037743,-0.072604,0.17767,266,16,530.959045,-0.020936,1.0,0.0,0.000548,-0.009667,0.017355,0.03978,-0.03998505693073131,0.9999999999995277,-545.894531,-684.239501,2.2884303267948964,27.984193026267736,-0.5169691804800909,0.072604,-0.7810474467699446,0.06399098751313836,526.684045
-546.497985,8.420955,-683.525146,-0.012353,-0.717204,-0.06254,-18.10436,0.20811,21.407638,-0.032341,0.037879,0.247216,300,18,531.889099,-0.028024,1.0,0.0,-0.00127,-0.014221,0.010886,0.033145,-0.05352339732368704,0.9999999999921818,-546.497985,-683.525146,2.2880003267948963,28.03342452106011,-0.4265271042613463,-0.037879,-0.7255192338416284,0.06959516850499625,527.614099
-547.103332,8.427292,-682.810546,-0.013178,-0.713754,-0.053796,-18.150209,0.183505,21.424701,-0.029134,0.122974,0.266882,333,20,532.818908,-0.035195,1.0,0.0,-0.006487,-0.02191,0.003753,0.025582,-0.06721810050483895,0.9999999999919195,-547.103332,-682.810546,2.2845503267948963,28.077643530380044,-0.30632248365032133,-0.122974,-0.6654454569742471,0.07172903768336703,528.543908
-547.709228,8.433173,-682.094421,-0.013431,-0.707805,-0.04451,-18.157594,0.173074,21.478349,-0.012914,0.196036,0.294458,366,22,533.748779,-0.041172,1.0,0.0,-0.013062,-0.03081,-0.004259,0.017374,-0.07863299536413434,0.999999999991832,-547.709228,-682.094421,2.2786013267948966,28.124531736997568,-0.16855328312887252,-0.196036,-0.607120074432876,0.07085954779055603,529.498779
-548.314331,8.438587,-681.37561,-0.013302,-0.699811,-0.034067,-18.122831,0.158332,21.567684,-0.004411,0.253523,0.321344,400,24,534.679138,-0.044736,1.0,0.0,-0.017903,-0.036981,-0.011439,0.009978,-0.08544033826164942,0.9999999999915696,-548.314331,-681.37561,2.2706073267948965,28.170928645698297,-0.027853498741352567,-0.253523,-0.5519763432928136,0.06742351995387619,530.429138
