446.153564,6.923617,-119.451133,0.042842,-2.053306,-0.005416,-24.540317,-1.06952,-12.93081,0.004901,-0.082213,-0.140552,116,7,3338.68457,0.058181,1,0,0.071332,0.047316,-0.010352,0.010602,0.111119296,1,446.153564,-119.451133,-2.65908298,27.73857273,0.067740999,0.082213,-9.355631405,-0.052239334,3336.831696
444.928985,6.870671,-120.105888,0.042117,-2.063333,-0.016498,-24.43617,-1.049623,-13.16058,-0.019508,-0.252864,-0.220074,166,10,3340.069091,0.058181,1,0,0.057128,0.033177,-0.007903,0.013119,0.111119296,1,444.928985,-120.105888,-2.64905598,27.75473948,0.041313467,0.252864,-8.477097889,-0.044296577,3337.289275
443.302368,6.802438,-121.000061,0.038734,-2.086356,-0.03072,-24.33694,-1.008859,-13.558195,-0.054153,-0.386974,-0.174731,233,14,3341.921142,0.058181,1,0,0.058663,0.034403,0.006899,0.028207,0.111119296,1,443.302368,-121.000061,-2.62603298,27.85803616,-0.20278406,0.386974,-7.173584034,-0.023564438,3337.748576
441.281158,6.721148,-122.163658,0.033569,-2.120109,-0.044565,-24.138729,-0.955604,-14.226206,-0.039117,-0.408063,-0.135949,316,19,3344.249023,0.058181,1,0,0.069219,0.043984,0.020104,0.042233,0.111119296,1,441.281158,-122.163658,-2.59227998,28.01504396,-0.469560522,0.408063,-5.477287695,0.007584453,3338.210493
439.283447,6.642143,-123.386787,0.029763,-2.153136,-0.053576,-23.811943,-0.946242,-14.95807,-0.01604,-0.387683,-0.076533,400,24,3346.586669,0.058181,1,0,0.077961,0.051444,0.025816,0.048817,0.111119296,0.999999999,439.283447,-123.386787,-2.55925298,28.11384648,-0.603426681,0.387683,-3.894509944,0.037958233,3338.674057
437.315551,6.56277,-124.672416,0.027705,-2.184388,-0.058541,-23.441396,-0.95585,-15.718515,0.0027,-0.368876,-0.031667,483,29,3348.930908,0.058181,1,0,0.08296,0.055261,0.027314,0.050787,0.111119296,1,437.315551,-124.672416,-2.52800098,28.21617948,-0.646510572,0.368876,-2.655083364,0.066460466,3339.139327
435.379241,6.482355,-126.022209,0.026509,-2.214632,-0.06064,-23.057994,-0.969909,-16.488573,0.010071,-0.358412,-0.006256,566,34,3351.282226,0.058181,1,0,0.085314,0.056672,0.027199,0.050855,0.111119296,1,435.379241,-126.022209,-2.49775698,28.33932198,-0.653419365,0.358412,-2.390145215,0.093628914,3339.616399
433.853851,6.417138,-127.147842,0.025962,-2.238319,-0.061512,-22.73483,-0.980546,-17.094076,0.014207,-0.354591,-0.002454,633,38,3353.168212,0.058181,1,0,0.086143,0.05694,0.026503,0.050256,0.111119296,1,433.853851,-127.147842,-2.47406998,28.43692867,-0.648858218,0.354591,-3.01994434,0.114234415,3340.095098
431.607818,6.318163,-128.910842,0.025356,-2.274022,-0.062451,-22.222806,-0.995391,-17.979341,0.019214,-0.355889,0.001817,733,44,3356.003417,0.058181,1,0,0.086993,0.057071,0.02622,0.050132,0.111119296,1,431.607818,-128.910842,-2.43836698,28.57757795,-0.657151375,0.355889,-4.863004798,0.14692921,3340.576141
429.776336,6.234532,-130.447021,0.025251,-2.303914,-0.0631,-21.775669,-1.007907,-18.704648,0.021105,-0.35996,0.001791,816,49,3358.370849,0.058181,1,0,0.087799,0.057377,0.026307,0.050336,0.111119296,1,429.776336,-130.447021,-2.40847498,28.69827488,-0.672782511,0.35996,-6.567501934,0.173701692,3341.059195
